0	0	0
0.01	0	0
0.02	0	0
0.03	0	0
0.04	0	0
0.05	0	0
0.06	0	0
0.07	5.55112e-17	0
0.08	-1.11022e-16	0
0.09	1.66533e-16	0
0.1	-1.66533e-16	0
0.11	2.77556e-16	0
0.12	-4.44089e-16	0
0.13	7.21645e-16	0
0.14	-1.05471e-15	0
0.15	1.60982e-15	0
0.16	-2.44249e-15	0
0.17	3.60822e-15	0
0.18	-5.44009e-15	0
0.19	8.16014e-15	0
0.2	-1.2268e-14	0
0.21	1.84297e-14	0
0.22	-2.76446e-14	0
0.23	4.14113e-14	0
0.24	-6.20615e-14	0
0.25	9.31477e-14	0
0.26	-1.39722e-13	0
0.27	2.0961e-13	0
0.28	-3.14415e-13	0
0.29	4.71623e-13	0
0.3	-7.07434e-13	0
0.31	1.06121e-12	0
0.32	-1.59173e-12	0
0.33	2.38765e-12	0
0.34	-3.58147e-12	0
0.35	5.37231e-12	0
0.36	-8.05844e-12	0
0.37	1.20877e-11	0
0.38	-1.81315e-11	0
0.39	2.71972e-11	0
0.4	-4.07959e-11	0
0.41	6.11937e-11	0
0.42	-9.17906e-11	0
0.43	1.37686e-10	0
0.44	-2.06529e-10	0
0.45	3.09793e-10	0
0.46	-4.6469e-10	0
0.47	6.97035e-10	0
0.48	-1.04555e-09	0
0.49	1.56833e-09	0
0.5	-2.35249e-09	0
0.51	3.52874e-09	0
0.52	-5.29311e-09	0
0.53	7.93966e-09	0
0.54	-1.19095e-08	0
0.55	1.78642e-08	0
0.56	-2.67964e-08	0
0.57	4.01945e-08	0
0.58	-6.02918e-08	0
0.59	9.04377e-08	0
0.6	-1.35657e-07	0
0.61	2.03485e-07	0
0.62	-3.05227e-07	0
0.63	4.57841e-07	0
0.64	-6.86761e-07	0
0.65	1.03014e-06	0
0.66	-1.54521e-06	0
0.67	2.31782e-06	0
0.68	-3.47673e-06	0
0.69	5.2151e-06	0
0.7	-7.82264e-06	0
0.71	1.1734e-05	-nan
0.72	-1.76009e-05	-nan
0.73	2.64014e-05	-nan
0.74	-3.96021e-05	-nan
0.75	5.94032e-05	-nan
0.76	-8.91048e-05	-nan
0.77	0.000133657	-nan
0.78	-0.000200486	-nan
0.79	0.000300729	-nan
0.8	-0.000451093	-nan
0.81	0.000676639	-nan
0.82	-0.00101496	-nan
0.83	0.00152244	-nan
0.84	-0.00228366	-nan
0.85	0.00342549	-nan
0.86	-0.00513823	-nan
0.87	0.00770735	-nan
0.88	-0.011561	-nan
0.89	0.0173415	-nan
0.9	-0.0260123	-nan
0.91	0.0390184	-nan
0.92	-0.0585277	-nan
0.93	0.0877915	-nan
0.94	-0.131687	-nan
0.95	0.197531	-nan
0.96	-0.296296	-nan
0.97	0.444444	-nan
0.98	-0.666667	-nan
0.99	1	-nan
